name_entreprise,name_establishment,creation_date,type_way,address,city,postal_code,gender,first_name,last_name,brewery_status,created_by,last_modification_date,last_modified_by
,BRASSERIE DE BELOUSIE,2021-10-06,CHEMIN,DES BIRONNIERES,SURIN,79220,M,JEROME,DESSABLES,0,,,
LA BRASSERIE DE CHANDRES,,2005-05-16,RUE,PARMENTIER CHANDRES,SOURS,28630,,,,0,,,
BRASSERIE ARTISANALE DE SABAUDIA,,2020-09-01,RUE,CENTRALE,VOGLANS,73420,,,,0,,,
BRASSERIE ARTISANALE DU VAL D'AINAN,,2005-07-21,VOIE,DE LA MARTINETTE,SAINT-GEOIRE-EN-VALDAINE,38620,,,,0,,,
,,2005-08-21,,LA GRANGE DU SEIGNEUR,CHAMPIS,07440,M,DAMIEN,FAURE,0,,,
A DOM 76,EAUX DU GLOBE - MA PREMIERE BIERE,2022-11-09,RUE,DES CANADIENS,LES AUTHIEUX-SUR-LE-PORT-SAINT-OUEN,76520,,,,0,,,
,,2005-09-20,RUE,FOCH,NEUVILLE-EN-AVESNOIS,59218,M,JEROME,DREUMONT,0,,,
,BRASSERIE- DISTILLERIE CHARLIER & FILS,2005-09-01,PROMENADE,DES BERTHOLET,WARCQ,08000,M,YANN,CHARLIER,0,,,
,,2005-09-27,RUE,ARISTIDE BRIAND,EINVILLE-AU-JARD,54370,M,ERIC,MARCHAL,0,,,
,BRASSERIE LES DEUX MAISONS,2023-09-01,ROUTE,DE RAISSAC,CANET,11200,M,FLORENT,NELAIN,0,,,
MAISON DE BRASSEUR,RIVIERE D'AIN,2015-04-01,RUE,SAMUEL PERY,JUJURIEUX,01640,,,,0,,,
MAISON DE BRASSEUR,RIVIERE D'AIN,2015-08-01,RUE,SAMUEL PERY,JUJURIEUX,01640,,,,0,,,
BRASSERIE LARCHE,,2006-12-04,RUE,BELLOCIER,SENS,89100,,,,0,,,
LA GEROMOISE,,2006-01-02,AVENUE,MORAND,GERARDMER,88400,,,,0,,,
,,2005-12-01,RUE,DES EGLISES,SEEBACH,67160,M,FRANCIS,WOEHL,0,,,
,ADELINE BEAUJOIN CREATIONS,2016-02-23,,FORGES,ANZEME,23000,F,ADELINE,BEAUJOIN,0,,,
,,2013-08-01,RUE,DU LOUP,EYMET,24500,M,WILLIAM,KING,0,,,
,,2019-02-01,,ZA DU DOLMEN,TREGASTEL,22730,M,PASCAL,QUINIOU,0,,,
LES BRASSEURS DE GUADELOUPE,,2008-12-19,RUE,HENRI BECQUEREL-JARRY,BAIE-MAHAULT,97122,,,,0,,,
,,2021-03-05,RUE,DE FRACELIER,SAINT-ETIENNE-LARDEYROL,43260,M,YOAN,PORTAL,0,,,
BRASSERIE GOUDALE,,2006-06-30,RUE,LEO LAGRANGE,DOUAI,59500,,,,0,,,
BRASSERIE GOUDALE,,2016-07-25,AVENUE,ISAAC NEWTON,ARQUES,62510,,,,0,,,
RIBELLA PRODUCTION&DISTRIBUTION,RIBELLA PRODUCTION&DISTRIBUTION,2007-07-12,,HAMEAU DE CANALE,PATRIMONIO,20253,,,,0,,,
RIBELLA PRODUCTION&DISTRIBUTION,,2021-05-03,LD,PASTRICIOLA,PATRIMONIO,20253,,,,0,,,
LA MAISON ROMANE,NOVA VILLA,2020-12-16,RUE,DES COUSINS GRANDNE,NUITS-SAINT-GEORGES,21700,,,,0,,,
BRASSERIE OXIT,,2018-06-15,,ZA LA RIVIERE,BEAUVAIS-SUR-TESCOU,81630,,,,0,,,
[ND],[ND],2016-07-01,[ND],[ND],HYERES,[ND],[ND],[ND],[ND],0,,,
,LES 2B MICRO-BRASSERIE,2023-05-05,ROUTE,DE LAGARDE,SAINTE-CECILE-LES-VIGNES,84290,M,ROBERT,DALLA COSTA,0,,,
BRASSERIE BARBAROUX,,2006-02-23,,L'HERMET,CHASSAGNES,43230,,,,0,,,
,LA BRASSERIE VERTE,2006-03-10,,LES JARRIGES,ORSENNES,36190,M,STEWART,MITCHELL,0,,,
,,2022-08-22,PLACE,DE L'EGLISE,LE VERNET,43320,M,OLIVIER,SARECOT,0,,,
,BRASSERIE LES PELERINS,2019-12-01,RUE,DES PELERINS,ARDRES,62610,M,MEHDI,BENJELLOUN,0,,,
,,2006-04-18,RUE,DU CHANOIS,LAVIGNEY,70120,M,ALEXANDRE,REDOUTEY,0,,,
,,2020-11-01,RUE,DES BUISSONS,CONDETTE,62360,F,LAURE,HENNINOT,0,,,
,MICROBRASSERIE DU REFUGE,2018-10-15,CHEMIN,DE COURONNES,LA BASTIDE-DE-SEROU,09240,M,JULIEN,MILITON,0,,,
,,2011-12-06,CHEMIN,DE LA LANDE,CANALS,82170,M,YANN,GANGNERON,0,,,
,BIERE LA BELLIFONTAINE,2006-07-27,,VILLENEUVE LE PERRAY,BEAUMONT-DU-GATINAIS,77890,M,YVES,PESCHEUX,0,,,
,LES CUVES DE LA MADELEINE,2015-06-01,,LA SCIERIE - LES BESSONS,AMBIERLE,42820,M,DAMIEN,FRANCOIS,0,,,
SARL LE BOULV'ARTS,,2017-07-01,CHE,DE LA REINE,MELLE,79500,,,,0,,,
,PARALLELE 42,2019-10-01,ZONE,ARTISANALE,LEUCATE,11370,M,EDOUARD,AUVINET,0,,,
L'ABREUVOIR,,2006-08-26,RUE,DU MONT SAINTE ODILE,BREITENBACH,67220,,,,0,,,
,L'HAPPYCALL,2020-12-09,RUE,ANTOINE DE LA TOUR,SAINT-VIDAL,43320,M,ALEXANDRE,BOUCHET,0,,,
SARL NAFAR,BRASSERIE L'AOUCATAISE,2016-02-02,PLACE,DE LA GARE,ARREAU,65240,,,,0,,,
BRASSERIE DU PAYS FLAMAND,,2008-06-09,RUE,ANDRE PLOCKYN,BLARINGHEM,59173,,,,0,,,
BRASSERIE DU PAYS FLAMAND,,2018-01-12,ROUTE,DE LA GORGUE,MERVILLE,59660,,,,0,,,
,FLAMINGBREW,2023-03-19,ALLEE,DES CAPRIERS,COMBAILLAUX,34980,M,CHRISTOPHE,CHAMEAU,0,,,
BASSE NORMANDIE BI.R,,2006-04-20,,LE BOURG,LE MENIL-BERARD,61270,,,,0,,,
ETXEKO BOB S BEER,,2006-11-20,RUE,FRANCIS JAMMES,HASPARREN,64240,,,,0,,,
BRASSERIE STORIG,BRASSERIE STORIG,2016-10-07,ROUTE,DE BISCHWILLER,SCHILTIGHEIM,67300,,,,0,,,
BRASSERIE CHAMPIGNEULLES,,2006-11-15,RUE,GABRIEL BOUR,CHAMPIGNEULLES,54250,,,,0,,,
,BRASSERIE LE PONCEAU,2016-02-01,,LES RAMBAUDIERES,LA PLANCHE,44140,M,LAURENT,FLEURY,0,,,
PHILOMENN,,2014-04-15,,SAINTE CATHERINE,TREGUIER,22220,,,,0,,,
SHEPHERD NEAME,,2006-01-03,,17 COURT STREET,,,,,,0,,,
,BRASSERIE ROD'BOUBOU,2015-02-13,RUE,DE L’AMIRAL COURBET,SAINT-JOSEPH,97480,M,EMMANUEL,BOTROS YOUSSEF,0,,,
LES URSULINES-FABRIQUE DE BIERE,,2007-02-19,COTE,CHAUSSON,CREMIEU,38460,,,,0,,,
LES URSULINES-FABRIQUE DE BIERE,,2024-05-01,COTE,CHAUSSON,CREMIEU,38460,,,,0,,,
[ND],[ND],2023-04-07,[ND],[ND],MENS,[ND],[ND],[ND],[ND],0,,,
BRASSERIE DES GARRIGUES,,2007-03-01,RUE,DE L'ARNEDE,SOMMIERES,30250,,,,0,,,
,LA FRESCA,2024-02-05,RUE,DE LA BARRE,PERPIGNAN,66000,M,KEVIN,PESLIER,0,,,
,JL DUO DISTRIBUTION,2019-01-01,AVENUE,DE NANTES,NIORT,79000,M,JULIEN,LACHEVRE,0,,,
BRASSERIE DES FONTAINES,,2020-12-15,RUE,DE LA CROIX GERMAIN,DOUE-EN-ANJOU,49700,,,,0,,,
,,2007-03-12,,LE BOIS,MARY,71300,M,CEDRIC,AULOY,0,,,
LA FRANCHE,,2007-04-01,RUE,PRINCIPALE,LA FERTE,39600,,,,0,,,
,,2007-07-01,RUE,EDMOND GERARD,CHAUDENEY-SUR-MOSELLE,54200,F,VIRGINIE,DUBOIS,0,,,
BRASSERIE LOBSANN,,2007-06-11,RUE,PRINCIPALE,LOBSANN,67250,,,,0,,,
,,2015-04-24,RUE,MARCELLIN ALBERT,VINASSAN,11110,M,ERIC,ESTENAVES,0,,,
BRASSERIE LES ORGES DE FRANCE,,2019-01-01,RUE,MARCEL CACHIN,SAINT-OUEN-SUR-SEINE,93400,,,,0,,,
[ND],[ND],2018-10-29,[ND],[ND],TERREBASSE,[ND],[ND],[ND],[ND],0,,,
LA FLEURACOISE,,2007-07-16,,FLEURAC,YDES,15210,,,,0,,,
BRASSERIE ARTESIENNE,,2014-06-01,RUE,DU MARAIS,HAISNES,62138,,,,0,,,
,LES 2 PIANOS,2022-06-01,,LES ESPINARDS,MONTCABRIER,46700,M,OLIVIER,TRICARD,0,,,
BC2,,2019-02-06,RUE,DE L'AERONAUTIQUE,BOUGUENAIS,44340,,,,0,,,
FABLAB,,2021-12-20,IMPASSE,DES CHANTEREINES,MONTREUIL,93100,,,,0,,,
FABLAB,,2024-06-03,RUE,ETIENNE MARCEL,BAGNOLET,93170,,,,0,,,
EURL VIOT,BRASSERIE D'ARTHUR,2015-01-01,PROMENADE,DES REMPARTS,WARCQ,08000,,,,0,,,
BRASSERIE ARTISANALE DU LEMAN,,2019-04-01,ROUTE,DES BLAVES,ALLINGES,74200,,,,0,,,
,MICRO BRASSERIE LA KAMELEON,2018-04-03,CHEMIN,DE LA HALTE,QUINCIEUX,69650,M,YOHANN,SARRY,0,,,
BRASSERIE D'OLT,,2007-10-11,,ZA DE LA SALLE,SAINT GENIEZ D'OLT ET D'AUBRAC,12130,,,,0,,,
,BAREFEET BREWING,2018-02-19,GR,GRANDE RUE,MERFY,51220,M,BAPTISTE,MAZET,0,,,
,,2024-07-01,,GRAND RUE,NIERGNIES,59400,M,SEBASTIEN,LAMBALIEU,0,,,
[ND],[ND],2023-04-15,[ND],[ND],MONTCHANIN,[ND],[ND],[ND],[ND],0,,,
BRASSERIE ENTRE 2 MONDES,,2007-12-28,RUE,ERNEST REYER,MOUTHIER-HAUTE-PIERRE,25920,,,,0,,,
BURVAL,,2008-02-15,AVENUE,DE MEREILLE,LE VAL-D'AJOL,88340,,,,0,,,
,COTE MARBRE COTE PIERRE,2016-05-15,,ZA DE LOUP A LOUP,COTIGNAC,83570,M,RENAUD,HECQ,0,,,
BRASSERIE CAP D'ONA,BRASSERIE CAP D'ONA,2024-07-01,ROUTE,DE SAINT JEAN,CERET,66400,,,,0,,,
BRASSERIE BURGONDE,,2008-02-15,RUE,DE VERDUN,VITTEAUX,21350,,,,0,,,
ZOGA,,2023-01-06,RUE,DES SAGES,ROMAIN,39350,,,,0,,,
BRASSERIE DES GABARIERS,,2008-01-17,ROUTE,DES FOURS A CHAUX,GOND-PONTOUVRE,16160,,,,0,,,
BRASSERIE DES GABARIERS,,2017-01-02,RUE,DU SABOTIER,ROUILLAC,16170,,,,0,,,
C.U 23,,2012-10-12,RUE,ANDRE MISSENARD,SAINT-QUENTIN,02100,,,,0,,,
,,2008-04-03,CHAMP,DE MARS,SAINT-AGREVE,07320,M,XAVIER,CLERGET,0,,,
,,2008-04-01,CHEMIN,DE RELAUMONT,METZ,57070,M,JEAN SIMON,RENAUD,0,,,
,LA BIERE DE METZ,2014-01-01,RUE,DE LA FONTAINE A L'AUGE,JURY,57245,M,JEAN SIMON,RENAUD,0,,,
CJCONSEILS,,2016-08-01,RUE,DES FABRIQUES,FELLERING,68470,,,,0,,,
BRASSERIE DE LA VALLEE DE CHEVREUSE,,2018-03-01,RUE,DU ROSEAU,LE PERRAY-EN-YVELINES,78610,,,,0,,,
TERRE DE BIERES,,2017-12-05,BOULEVARD,ALBERT CAMUS,VILLEFRANCHE-SUR-SAONE,69400,,,,0,,,
[ND],[ND],2008-04-11,[ND],[ND],ELNE,[ND],[ND],[ND],[ND],0,,,
,,2013-04-01,,GOURDOL,SAINT-APOLLINAIRE-DE-RIAS,07240,M,PASCAL,FRANCHELLA,0,,,
,SIBIN,2008-06-02,,KERSCAVEN BIHAN,PLOUGUIN,29830,M,NIAL,POLLOCK,0,,,
,MICRO BRASSERIE L'EKEUYESSE,2023-08-01,RUE,DU HOHNECK,LA BRESSE,88250,M,JEREMY,ARNOULD,0,,,
,BRASSERIE PAYSANNE DE LA MAGUIN,2011-05-16,LD,LE MAGUIN,CINDRE,03220,M,WILLY,SABOT,0,,,
BRASSERIE CORREZIENNE,,2020-03-02,,AU ROCH,MARCILLAC-LA-CROZE,19500,,,,0,,,
,MICRO BRASSERIE DES ASPRES,2008-07-01,VIEUX CHEMIN,DE CAMELAS,CASTELNOU,66300,M,DAVID,RAMON,0,,,
[ND],[ND],2021-04-01,[ND],[ND],MORANGIS,[ND],[ND],[ND],[ND],0,,,
,,2008-07-07,RUE,DE LA FILATURE,BLAINVILLE-SUR-L'EAU,54360,F,MARJORIE,JACOBI,0,,,
PICARO,PICARO,2011-07-01,CHEMIN,MAXIME RIVIERE,SAINT-PIERRE,97410,,,,0,,,
SAS BRASSERIE PARISIS,,2022-06-01,RUE,RENE DUMONT,COMBS-LA-VILLE,77380,,,,0,,,
,BRASSERIE TOURNEFOU,2023-08-21,PLACE,DE L'EGLISE,BOUILLAC,12300,M,ERIK,KIENE,0,,,
BRASSERIE ARTISANALE MASCLAUX,,2012-09-24,RUE,DU GENERAL DE GAULLE,BERMERICOURT,51220,,,,0,,,
,GEMM'7,2019-09-03,,PARADE,ORADOUR-SUR-VAYRES,87150,M,REGIS,WEISS,0,,,
,MICRO BRASSERIE PORCUPINE,2017-12-06,,LES TARDETS,BELABRE,36370,M,THIERRY,MAGERSTEIN,0,,,
,,2021-04-01,RUE,DU GRAND CARROI,LA RICHE,37520,M,THIERRY,MAGERSTEIN,0,,,
BIERCORS,BRASSERIE DU VERCORS,2014-11-08,RTE,DE LA SURE,AUTRANS-MEAUDRE EN VERCORS,38112,,,,0,,,
BIERCORS,BIERCORS,2020-08-01,AVENUE,JEAN SERAPHIN ACHARD PICARD,VILLARD-DE-LANS,38250,,,,0,,,
,LUDOVIC MANTION,2022-02-01,RUE,DU MARECHAL JUIN,SAUSHEIM,68390,M,LUDOVIC,MANTION,0,,,
,BDGT- BRASSERIE DU GRAND THUR,2010-02-01,AVENUE,DES VIEUX FOURS,PREMEYZEL,01300,M,SEBASTIEN,GUILLERMIN,0,,,
,,2014-08-01,,LIEU DIT LES GRANDS MONTS,PAYZAC,24270,M,VINCENT,TEXIER,0,,,
,LA VARETTE,2023-06-30,RUE,DU BERGOS,IBOS,65420,M,BENJAMIN,VARIN,0,,,
BRASSERIE DE L'ALAGNON,,2009-03-01,,LA BONALE,BLESLE,43450,,,,0,,,
,,2018-01-01,,LES STRUIS,L'EPINE,05700,M,MATTHIEU,BARBET,0,,,
,EI EPRINCHARD,2014-01-10,RUE,JEAN-JACQUES ROUSSEAU,SARLAT-LA-CANEDA,24200,M,PATRICE,EPRINCHARD,0,,,
,BRASSERIE DES HAUTS-DE-FRANCE,2021-10-01,RUE,DE LA BRASSERIE,DOMPIERRE-SUR-HELPE,59440,M,DIMITRI,FRANZ,0,,,
,AB BIERE,2014-01-01,RTE,DU CHATEAU,BERGNICOURT,08300,M,FABRICE,DEVIE,0,,,
[ND],[ND],2019-04-03,[ND],[ND],CASTRES,[ND],[ND],[ND],[ND],0,,,
,,2009-03-20,CHEMIN,DE GASTINEAU,SAINT-LEON,33670,M,MICHEL,MOUCHEBOEUF,0,,,
LA BRASSERIE DU MONT AIGUILLE,,2011-03-01,,ZA LA CROIZETTE,CLELLES,38930,,,,0,,,
,,2009-04-21,ROUTE,DE LA CHENETIERE,VITRY-AUX-LOGES,45530,F,CAROLINE,LAIZEAU,0,,,
,,2009-05-01,,GRANDE RUE,ARBOIS,39600,M,KEVIN,ETIEVANT,0,,,
,BRASSERIE IMPULSIVE,2022-03-01,RUE,DU POUNCHOU,MURVIEL-LES-BEZIERS,34490,M,JIMMY,DELACROIX,0,,,
,LA BRASSERIE BODOT,2009-05-05,,LA RIVIERE,BRASC,12550,M,LAURENT,MOREAU,0,,,
,LA GUENILLE,2022-10-04,ROUTE,DE SION,NOGARO,32110,M,NICOLAS,DANJEAN,0,,,
,,2015-11-20,,LOUS PRATS,NAGES,81320,M,FREDERIC,MAS,0,,,
BRASSERIE LA P'TITE MOUSSE,,2009-05-12,BOULEVARD,DES LOGES,SAINT-BERTHEVIN,53940,,,,0,,,
,,2009-05-20,RUE,DE KERPEUX,PLERIN,22190,M,SEBASTIEN,RICHOMME,0,,,
,LA FRAICH,2021-10-15,,LES VALADES,PLAISANCE,24560,M,STEPHANE,ROUSSILLE,0,,,
,BRASSERIE DE LA VEZERE,2018-01-01,ALLEE,DE LA PAPETERIE,UZERCHE,19140,M,JOACHIM,CHANLIAUD,0,,,
,,2020-11-04,ROUTE,DE SAINT-GENEST,SAINT-CHRISTOL,07160,M,JEREMY,DESFETES,0,,,
,BRASSERIE DE BEAUCAIRE,2017-02-14,ROUTE,DE COMPS,BEAUCAIRE,30300,F,JOHANNA,PETIT,0,,,
BIERES ARTZNER,BRASSERIE LA PERLE,2023-09-25,PLACE,DE L'ABATTOIR,STRASBOURG,67200,,,,0,,,
BRASSERIE PLORMEL,BRASSERIE PLORMEL,2021-04-19,RUE,GUTENBERG,VIEILLEVIGNE,44116,,,,0,,,
ZIGETTOINE,BRASSERIE VDL,2021-11-25,ROUTE,DE LA CHARRETTE,THONES,74230,,,,0,,,
TERRA COMTIX,,2015-01-02,,ZI DU NORET,MAMIROLLE,25620,,,,0,,,
BRASSERIE FORT BOYARD,BRASSERIE FORT BOYARD,2021-03-17,RUE,THOMAS EDISON,DOLUS-D'OLERON,17550,,,,0,,,
SARL GRIOT,,2023-03-22,AV,GENERAL PAROLDI,BELVEDERE,06450,,,,0,,,
VERTS CANYONS,,2015-03-16,ROUTE,DE PIJO,VIELLE-SOUBIRAN,40240,,,,0,,,
,GRASSONE XAVIER,2020-03-01,,QUARTIER LE BACHAS,ORPIERRE,05700,M,XAVIER,GRASSONE,0,,,
GAUTIER COUDEVYLLE,BRASSERIE DE KATSBIER,2009-07-01,RUE,DU 19 MARS 1962,METEREN,59270,,,,0,,,
GAUTIER COUDEVYLLE,DE KATSBIER,2017-03-01,,ROUTE NATIONALE,METEREN,59270,,,,0,,,
,BDV,2018-11-19,RUE,DE LA VALLEE,VERNON,27200,M,FRANCOIS,HALLAERT,0,,,
,,2010-09-01,PLACE,DU GENERAL JOUFFRAULT,ANNONAY,07100,M,ROMAIN,BREUIL,0,,,
SARL BRASSERIE AGUIANA,,2011-02-01,CHEMIN,DE LAREGLE,CAUNEILLE,40300,,,,0,,,
,,2009-09-01,RUE,DE LATHIERE,SAINT-SULPICE-LAURIERE,87370,M,STEVEN PAUL,ELLIS,0,,,
MATTEN,MATTEN,2022-12-16,RUE,DE WERDE,MATZENHEIM,67150,,,,0,,,
,OBSCUR,2020-06-01,CHEMIN,DE LA PRADELLE,CHANONAT,63450,M,GAUTIER,WARCHOLAK,0,,,
[ND],[ND],2022-02-07,[ND],[ND],AIGUEPERSE,[ND],[ND],[ND],[ND],0,,,
,,2018-03-01,RUE,DE L EGLISE,LES AUXONS,25870,M,MICHEL YVES ROBERT,VAREY,0,,,
,,2020-12-19,ROUTE,DES MAS,BANYULS-SUR-MER,66650,M,JEROME,REIG,0,,,
DRAGONNE,,2011-10-29,ALLEE,DU CHARDONNAY,CHANES,71570,,,,0,,,
FERME-BRASSERIE LA MUETTE,,2009-11-15,,LA MUETTE,BAZOGES-EN-PAREDS,85390,,,,0,,,
[ND],[ND],2021-09-01,[ND],[ND],BORCE,[ND],[ND],[ND],[ND],0,,,
[ND],[ND],2023-01-09,[ND],[ND],LEES-ATHAS,[ND],[ND],[ND],[ND],0,,,
[ND],[ND],2022-12-06,[ND],[ND],VAL-D'AUGE,[ND],[ND],[ND],[ND],0,,,
CROIX DU SUD,,2009-10-24,QUAI,DE TOULON,MARSEILLAN,34340,,,,0,,,
,LA ROUFFI,2021-03-01,ROUTE,DE PEYLON,ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,24580,M,MAX,VERHOEF,0,,,
BRASSERIE ARTISANALE DES MAUGES,LA ROMBIERE,2017-07-01,RUE,DE LA LIME,BEAUPREAU-EN-MAUGES,49110,,,,0,,,
,,2009-12-01,CHEMIN,DES REVOIRES,LA TURBIE,06320,M,DANIEL,BARBIERI,0,,,
BIERES DEMORY-PARIS,,2016-01-11,RUE,DE PARIS,BOBIGNY,93000,,,,0,,,
,,2009-12-18,,LE RIOU,MAZET-SAINT-VOY,43520,M,NICOLAS,MANEVAL,0,,,
,BRASSERIE 2AAZ,2010-01-04,RUE,MARIE CURIE,MARCOUSSIS,91460,M,ETIENNE,FORET,0,,,
,BRASSERIE BONN'ET ALE,2018-05-01,,LE PAVILLON,BONNETABLE,72110,M,JULIEN,LAREDO,0,,,
[ND],[ND],2018-03-01,[ND],[ND],GUILLESTRE,[ND],[ND],[ND],[ND],0,,,
,,2020-01-02,RUETTE,DU MOULIN,MONTREUIL-BELLAY,49260,F,SYLVANIE,LEROY,0,,,
,,2010-01-06,ALLEE,DU LEVANT,LA FOUILLOUSE,42480,F,ANNIE,TOUILLOUX,0,,,
[ND],[ND],2022-02-01,[ND],[ND],ROPPENHEIM,[ND],[ND],[ND],[ND],0,,,
DITYS,,2010-01-11,CHEMIN,DU COLLET DE BOREO,COLOMARS,06670,,,,0,,,
BRASSERIE BOS,,2015-09-01,ALLEE,NAPOLEON III,BOURGES,18000,,,,0,,,
,L'ATELIER,2021-06-01,BOULEVARD,DU FRONT DE MER,BORMES-LES-MIMOSAS,83230,M,YASSINE,BLEL,0,,,
,BRASSERIE DU ROBERT,2010-02-09,CHEMIN,DU ROBERT,SAINT-MARCEL-BEL-ACCUEIL,38080,M,BENOIT,MONTALTO,0,,,
LA VOIE MALTEE,,2012-05-02,CHEMIN,DE GROMELET,SAINT-JEAN-DE-THURIGNEUX,01390,,,,0,,,
LA VOIE MALTEE,,2022-01-01,AVENUE,DES XVIE JEUX OLYMPIQUES,MOUTIERS,73600,,,,0,,,
,MICRO BRASSERIE LA FUTEE,2010-03-01,CHEMIN,DU BOIS,SAINT-VINCENT,64800,M,JEAN-LUC,DERRSTROFF,0,,,
,BRASSERIE LA PAUSE,2022-02-01,RUE,DE L'EGLISE,BRY,59144,M,OLIVIER,KACZMAREK,0,,,
BRASSERIE  GASCONHA,,2018-11-26,AVENUE,LOUIS DE BROGLIE,PESSAC,33600,,,,0,,,
GAILLARDE DIFFUSION,LA BRASSERIE GAILLARDE,2019-09-19,RUE,ROBERT MARGERIT,BRIVE-LA-GAILLARDE,19100,,,,0,,,
,,2010-04-01,,LA JARJATTE,LUS-LA-CROIX-HAUTE,26620,M,DAVID,DESMARS,0,,,
,THE OWL BREWING CASTLE,2021-11-03,LD,AUX MARGES,JOCH,66320,M,SYLVAIN,ANSAULT,0,,,
,,2010-03-20,RUE,DU COIZEL,NOYON,60400,M,MATHIEU,DURVILLE,0,,,
MATTHIEU BARRET,,2024-01-11,ALLEE,ANTOINE COTTE VERGNE,SAINT-PERAY,07130,,,,0,,,
BRASSERIE ARTISANALE DES BERTRANGES,,2010-03-15,,,SAINT-AUBIN-LES-FORGES,58130,,,,0,,,
,LE LONG BARBARE,2010-05-01,GRANDE RUE,DU MEIX,LOMBARD,39230,M,BRUNO,RAIMONDI,0,,,
LE MASCARET,,2010-04-20,LD,PASCAUD RD 10,RIONS,33410,,,,0,,,
LE MASCARET,,2016-12-01,RUE,CHARLES CANTE,LE BOUSCAT,33110,,,,0,,,
BRASSERIE DE L'AURORE,TURONE,2020-06-01,RUE,GILLES DE GENNES,TAUXIGNY-SAINT-BAULD,37310,,,,0,,,
[ND],[ND],2009-12-01,[ND],[ND],MONSEGUR,[ND],[ND],[ND],[ND],0,,,
[ND],[ND],2010-05-07,[ND],[ND],ALLAUCH,[ND],[ND],[ND],[ND],0,,,
,LA BIERE DU CYCLE,2018-03-01,RUE,DU DOCTEUR ELOY,PHALEMPIN,59133,M,OLIVIER,SARRE,0,,,
,,2014-01-06,,APPARTEMENT 4,CANS ET CEVENNES,48400,M,BERTRAND,WAQUET,0,,,
BRASSERIE DE SAINT LOUIS,,2010-05-10,RUE,DE MULHOUSE,SAINT-LOUIS,68300,,,,0,,,
LA BRASSERIE ASSOCIATIVE DE MONTFLOURS,,2021-03-01,,ZA DU MOTTAY,MONTFLOURS,53240,,,,0,,,
BRASSERIE CRAIG ALLAN,,2013-07-15,RUE,SAINT-JEAN,PLESSIS-DE-ROYE,60310,,,,0,,,
BRASSERIE GALIBIER,,2021-12-18,RUE,DE LA BONNE EAU,VALLOIRE,73450,,,,0,,,
ARGUIN DISTRIBUTION,,2010-08-01,RTE,DE BEAULIEU,ROGNES,13840,,,,0,,,
,ALOHA KEISONI,2017-04-03,RUE,D'AVON,CESSON,77240,F,ABLAMBA,MANCA,0,,,
LA HOCQ BRASSERIE ARTISANALE,LA HOCQ BRASSERIE ARTISANALE,2016-04-12,,HANGAR DU CENTRE,SAINT-CHRISTOPHE-VALLON,12330,,,,0,,,
,BRASSERIE DES CARNUTES,2023-03-22,RUE,DE MONTFORT,NEUVILLE-AUX-BOIS,45170,M,JOHAN,THIERRY,0,,,
[ND],[ND],2019-01-31,[ND],[ND],LUSSAT,[ND],[ND],[ND],[ND],0,,,
[ND],[ND],2022-06-01,[ND],[ND],GAUJAN,[ND],[ND],[ND],[ND],0,,,
BIERE DU DOUBS,,2010-09-15,,GRANDE RUE,NANCRAY,25360,,,,0,,,
,BACK IN  MALT,2022-05-18,RUE,DU QUATRE SEPTEMBRE,VARENNES SUR ALLIER,03150,M,REMY,PIGERON,0,,,
,,2020-09-01,RUE,DU PREAU,REIMS,51100,M,MICKAEL JACKY,BLONDELLE,0,,,
,,2023-02-15,RUE,ERNEST RENAN,HAILLICOURT,62940,M,JEREMY,SPECQUE,0,,,
ZYMOTIK,ZYMOTIK,2016-05-01,CHEMIN,DE RODE LIMAU,CAHORS,46000,,,,0,,,
ALPES BIERE,,2012-06-01,RUE,DE CHAMP ROMAN,SAINT-MARTIN-D'HERES,38400,,,,0,,,
KRONENBOURG SUPPLY COMPANY,BK BRASSERIES KRONENBOURG SUPPLY COMAPNY,2015-01-01,BOULEVARD,DE L’EUROPE,OBERNAI,67210,,,,0,,,
LES BIERES DU TEMPS,LES BIERES DU TEMPS,2010-11-23,ALLEE,DES ACACIAS,CHAMPIER,38260,,,,0,,,
,BRASSERIE MX,2010-11-22,,BELLECOMBE,PERVILLE,82400,M,ALEXANDRE,MISSIOUX,0,,,
BRASSERIE BLONDEL,,2010-12-01,AVENUE,DE L'EUROPE,MONTLUCON,03100,,,,0,,,
[ND],[ND],2022-05-01,[ND],[ND],SAINT-FERREOL-TRENTE-PAS,[ND],[ND],[ND],[ND],0,,,
SARL BRASSERIE DE LA CERE,,2013-11-12,LIEU DIT,LAYRAC,MARTEL,46600,,,,0,,,
BRASSERIE ARTISANALE PICARDENNES,,2011-03-14,RUE,JULES LARDIERE,CORBIE,80800,,,,0,,,
,,2011-01-03,,LE MONT GIVRE,POUGUES-LES-EAUX,58320,M,NICOLAS,LAJON,0,,,
[ND],[ND],2021-06-20,[ND],[ND],LA GRAVE,[ND],[ND],[ND],[ND],0,,,
[ND],[ND],2023-04-01,[ND],[ND],VILLENEUVE-D'ASCQ,[ND],[ND],[ND],[ND],0,,,
BRASSERIE DE SUTTER,,2012-10-29,RUE,DU GRAND CHAMP FLEURY,GISORS,27140,,,,0,,,
