name_entreprise,name_establishment,creation_date,type_way,address,city,postal_code,gender,first_name,last_name,brewery_status,created_by,last_modification_date,last_modified_by
BRASSERIE BAKBUK,,2019-11-26,RUE,VICTOR HUGO,SOTTEVILLE-LES-ROUEN,76300,,,,0,,,
,BRASSERIE L'ARSOUILLE,2023-05-01,CHEMIN,LA COSTE,BUSQUE,81300,M,SIMON,CLERO,0,,,
BRASSERIE DEPLUS,DEPLUS CONSEIL,2019-11-27,RUE,DU MOULIN,CAMPHIN-EN-CAREMBAULT,59133,,,,0,,,
THETYS,MICROBRASSERIE THETYS,2019-12-04,RUE,DU SERPENTIN,SAINT-CLAIR-DE-LA-TOUR,38110,,,,0,,,
MONOLITH BREWERY,,2022-12-01,RUE,LES BORDS DU CAILLY,CAILLY,76690,,,,0,,,
MICROBRASSERIE SECOND DEGRE,,2020-03-18,RUE,DE L'EGLISE,MAGNY-LE-HONGRE,77700,,,,0,,,
BIERE BROTONIA,BIERE BROTONIA,2019-10-28,RUE,PASTEUR,ARELAUNE-EN-SEINE,76940,,,,0,,,
JM BRASSAGE,BRASSERIE MAELSTROM,2021-09-01,ROUTE,DE LA LECHERE,LA BALME-DE-SILLINGY,74330,,,,0,,,
,MORMAL T,2020-06-01,CHAUSSEE,BRUNEHAUT,ENGLEFONTAINE,59530,M,GREGOIRE,DESTREHEM,0,,,
BRASSERIE BONNE BIERE BB,,2019-12-10,RUE,EMILE ZOLA,HERIN,59195,,,,0,,,
MIB,,2019-11-05,RUE,BOTHA,CHALON-SUR-SAONE,71100,,,,0,,,
MIB,MIB,2020-01-01,RUE,DE LA CITADELLE,CHALON-SUR-SAONE,71100,,,,0,,,
MIB,BRASSERIE MIB,2022-02-14,RUE,DU PRESIDENT KRUGER,CHALON-SUR-SAONE,71100,,,,0,,,
,LA FA'BRIQUETTE,2019-12-16,RUE,DE L'ECOLE,VAGNAS,07150,M,PIERRE,CHAUMETTE,0,,,
,,2021-06-28,IMPASSE,DE LA PLANCHE AUX ANES,EPEIGNE-SUR-DEME,37370,F,DIANA,VERA,0,,,
BRASSERIE GREENWITCH,,2020-01-02,RUE,DE L'ABBE GREGOIRE,BILLERE,64140,,,,0,,,
,BOZZZALE,2019-12-18,PLACE,DU CAOU,FIGANIERES,83830,M,OLIVIER,DAUPHIN,0,,,
,,2021-07-01,RUE,RENE MISTRAL,FIGANIERES,83830,M,OLIVIER,DAUPHIN,0,,,
,,2021-07-01,RUE,RENE MISTRAL,FIGANIERES,83830,M,OLIVIER,DAUPHIN,0,,,
,BRASSERIE DU BOIS D'AUTOMNE,2020-01-17,RUE,GAMBETTA,MONTHYON,77122,M,STEPHANE,SANCHEZ,0,,,
BRASSERIE ARTISANALE DES LIONS,,2019-11-29,RUE,PASTEUR,RONCQ,59223,,,,0,,,
BRASSERIE ZIA,,2020-01-01,RUE,SAINT-GABRIEL,CHAUCHE,85140,,,,0,,,
BEER'BERRY,BEER'BERRY,2020-01-01,RUE,SYLVAIN REBRIOUX,DEOLS,36130,,,,0,,,
BRASSERIE DU GORGUECHON,,2019-12-17,RUE,DE LESTREZ,MONCHEAUX,59283,,,,0,,,
RD BRASSERIE,,2020-03-01,LD,"""LE CLOS DE LA LANDE""",PLEGUIEN,22290,,,,0,,,
BRASSERIE COIN COIN,,2020-01-01,RUE,SAINT-LAURENT,MENIL-LA-TOUR,54200,,,,0,,,
CLAIRVAUX EN CHAMPAGNE,CLAIRVAUX EN CHAMPAGNE,2019-12-26,RUE,NATIONALE,BAR-SUR-AUBE,10200,,,,0,,,
EURL ETRILLE,L'ETRILLE,2019-12-19,LIEU DIT,BELLEVUE,LOCMARIAQUER,56740,,,,0,,,
LA MACHINE,,2019-12-14,ROUTE,DE SAINT-JEAN,SAINT-LAURENT-EN-ROYANS,26190,,,,0,,,
BRASSERIE DE PRATS DE MOLLO,,2020-01-03,AVENUE,DU HAUT VALLESPIR,PRATS-DE-MOLLO-LA-PRESTE,66230,,,,0,,,
,BRASSERIE ANDEGAVE FESTIVE,2020-01-01,,CHE DU LAVOIR,SOULAIRE-ET-BOURG,49460,M,RAOUL,MACE,0,,,
BRASSERIE LE CENTIEME SINGE,,2022-10-01,RUE,PRINCIPALE,ALTWILLER,67260,,,,0,,,
,LA TAVERNE,2020-01-06,RUE,DU CHATEAU,CORBERE,66130,M,MAXIME,OTON,0,,,
BRASSERIE DE LA POINTE DE BRAY,,2020-01-06,ROUTE,DES GRANDES VENTES,OSMOY-SAINT-VALERY,76660,,,,0,,,
,MICRO-BRASSERIE DE L'ENSORCELEUR,2023-04-07,,CHAUMONT,CHENIERS,23220,M,ETIENNE,VELGHE,0,,,
BRASSERIE GALIBOT,,2021-11-29,RUE,JULES VERNE,FORBACH,57600,,,,0,,,
BRASSERIE DE LA VALLEE,,2020-01-01,RUE,DE CHARTRES,VOISE,28700,,,,0,,,
BRASSERIE DE LA VALLEE,LES 6 BECS,2023-05-07,RUE,DU CHEVAL BLANC,CHARTRES,28000,,,,0,,,
LIQUID ART BREWING,,2020-01-14,RUE,DE LA MARBRERIE,VENDARGUES,34740,,,,0,,,
LIQUID ART BREWING,,2024-09-10,AVENUE,DES BIGOS,VENDARGUES,34740,,,,0,,,
BIERE DES INTENABLES,,2022-05-02,RUE,JEAN MARIE LEHN,ROSHEIM,67560,,,,0,,,
LE GRAIN DU PONANT,LE GRAIN DU PONANT,2020-02-01,RUE,DE PONT-LEN,RIEC-SUR-BELON,29340,,,,0,,,
LE GRAIN DU PONANT,LE GRAIN DU PONANT,2020-02-01,RUE,DOCTEUR BAGOT,GUIDEL,56520,,,,0,,,
[ND],[ND],2020-01-10,[ND],[ND],VIGNEVIEILLE,[ND],[ND],[ND],[ND],0,,,
BRASSERIE MIRACLE,BRASSERIE MIRACLE,2021-11-01,CHEMIN,DE BONZOM,PEYSSIES,31390,,,,0,,,
SAS ICE BREAKER,,2020-02-05,RUE,DE L'EUROPE,MONTRABE,31850,,,,0,,,
,BRASSERIE MIRAMBOLANTE,2020-02-20,,LES GENETEAUX,MIRAMBEAU,17150,M,SEBASTIEN,POTEL,0,,,
GREEN DOGS' BEER,,2020-08-01,RUE,HARELLE,METZ,57000,,,,0,,,
,BRASSERIE DE LA ROYA,2019-12-26,RUE,PASTORELLO,LA BRIGUE,06430,M,VIRGIL,GURY,0,,,
LE MOUSSE TOULON,LE MOUSSE TOULON,2020-01-10,BOULEVARD,DOCTEUR CUNEO,TOULON,83000,,,,0,,,
LES BRASSEURS DE LA VALLEE,,2020-01-06,CHEMIN,DE CHAPAGE,SISTERON,04200,,,,0,,,
BRASSERIE ARTISANALE 2KBES,,2020-01-28,CHEMIN,PELAGE,SCHOELCHER,97233,,,,0,,,
LES GONES BRASSEURS,,2020-02-01,ROUTE,DE CORBAS,VENISSIEUX,69200,,,,0,,,
GUILHEON,,2020-01-08,RUE,DE L'UNGERSBERG,BLIENSCHWILLER,67650,,,,0,,,
[ND],[ND],2023-02-01,[ND],[ND],GARDEGAN-ET-TOURTIRAC,[ND],[ND],[ND],[ND],0,,,
,LA BRAILLERIE,2019-12-30,,GRANDE RUE,SAUVAGNEY,25170,M,MAXIME,POULOT,0,,,
[ND],[ND],2020-02-01,[ND],[ND],AUTHEUIL-AUTHOUILLET,[ND],[ND],[ND],[ND],0,,,
LES PAPAS BRASSEURS,,2020-01-23,RUE,DU PUITS DE LA GRANGE,CLISSON,44190,,,,0,,,
,,2020-01-29,RUE,DE WATTIGNIES,NOYELLES-LES-SECLIN,59139,M,SEBASTIEN,FRANCOIS,0,,,
[ND],[ND],2020-02-01,[ND],[ND],NOGENT-LE-ROTROU,[ND],[ND],[ND],[ND],0,,,
,,2020-02-16,RUE,DES JARDINS,MAILLANE,13910,M,JULIEN,ROUSSEL,0,,,
LITTLE BELGIQUE,,2020-02-04,RUE,DES HIRONDELLES,POUANT,86200,,,,0,,,
,MICROBRASSERIE K'ORSU,2020-01-20,,RUE VILLAGE CROCICCHIA,CROCICCHIA,20290,F,MARIE PAULE,GIOVANNETTI,0,,,
BASM,,2020-01-06,,LES MEREAUX,DRACHE,37800,,,,0,,,
BASM,LA SAINTE - MAURIENNE,2021-01-02,RUE,DE LOCHES,SAINTE-MAURE-DE-TOURAINE,37800,,,,0,,,
,BRASSERIE L'OR REINE,2020-01-24,RUE,PRINCIPALE,CHAMBREY,57170,M,JULIEN,RUPPERT,0,,,
,,2020-03-01,RUE,DE LA POSTE,BAILLEULMONT,62123,M,EDDY,PARSY,0,,,
KEG & CAN BREWPUB,,2020-07-01,BOULEVARD,DU REDON,MARSEILLE,13009,,,,0,,,
,BRASSERIE DE L'ETANG,2023-09-29,RUE,DE LORRAINE,HOLVING,57510,M,THOMAS,GANGLOFF,0,,,
BRASSERIE GOBRECHT,,2020-02-28,RUE,FREDERIC MOTTEZ,LILLE,59800,,,,0,,,
LES BRASSEURS THONONAIS,,2020-01-13,RUE,VALLON,THONON-LES-BAINS,74200,,,,0,,,
,BRASSERIE AKENE,2020-02-04,RUE,DE LA CITADELLE,SAINT-LERY,56430,M,SVEN NICOLAS,SCHMIDT,0,,,
MA PETITE FRANCAISE,,2020-01-09,RUE,DE LA FONTAINE MASSON,SURY-EN-VAUX,18300,,,,0,,,
BRASSERIE FORCA,,2020-02-11,ROUTE,DE CORNEILLA,MILLAS,66170,,,,0,,,
WH LAB,,2020-01-14,CHEMIN,DE LEYRAN,VILLENAVE-D'ORNON,33140,,,,0,,,
LA COMMANDERIE DE L ERABLIERE,LA COMMANDERIE DE L ERABLIERE,2020-01-20,RUE,DE LA BRODERIE,CHEMILLE-EN-ANJOU,49120,,,,0,,,
LA BIERE DU DOCTEUR,LA BIERE DU DOCTEUR,2020-01-22,RTE,DE ST JEAN,VENDEMIAN,34230,,,,0,,,
L'AME HARELLE,,2018-06-01,RUE,HARELLE,METZ,57000,,,,0,,,
CAMMP,BRASSERIE BOUJOU,2020-01-01,RUE,DE LA JUSTICE,CHENNEBRUN,27820,,,,0,,,
,BRASSERIE HORLA,2020-03-01,,KERMENO,GRANDCHAMP,56390,M,ADRIEN,TEXEREAU,0,,,
BENATI DISTRIBUTION,,2020-01-27,ZI,TRAGONE,BIGUGLIA,20620,,,,0,,,
BRASSERIE ARTISANALE BROC'H,BRASSERIE ARTISANALE BROC'H,2020-02-10,,ZONE ARTISANALE DE TREUSQUILLY,BERRIEN,29690,,,,0,,,
[ND],[ND],2020-03-02,[ND],[ND],GENNES-VAL-DE-LOIRE,[ND],[ND],[ND],[ND],0,,,
,BRASSERIE LAMINA,2020-03-02,,ETXE TTIPIA,ASCARAT,64220,F,LUDIVINE,MIGNOT,0,,,
,BEEROCK,2020-03-01,,DOMAINE DE ROQUEBRUNE,SAINT-ALEXANDRE,30130,M,NICOLAS,LEMAIRE,0,,,
,,2020-03-16,ROUTE,DU MAUPAS,PEYRINS,26380,M,OLIVIER,AMBERT,0,,,
FERME BRASSERIE SAINT CHARLES,FERME BRASSERIE SAINT CHARLES,2020-02-17,,SAINT CHARLES,PLESSE,44630,,,,0,,,
BRASSERIE HULULUNA,,2020-02-14,AV,DU GENERAL DE GAULLE TAUXIERES M,VAL DE LIVRE,51150,,,,0,,,
BRASSERIE LA BOURLINGUEUSE,BRASSERIE LA BOURLINGUEUSE,2020-02-01,RUE,DE LA GARE,BOURG-BRUCHE,67420,,,,0,,,
BRASSERIE LA BOURLINGUEUSE,BRASSERIE LA BOURLINGUEUSE,2021-04-01,,LAYEGOUTTE,BERTRIMOUTIER,88520,,,,0,,,
,,2020-03-25,RUE,GILLES DE MONTAL,LAROQUEBROU,15150,M,ANTON,ZASTAVNIJ,0,,,
,RED RABBIT,2020-03-16,DESCENTE,DU MOULIN,CARLA-DE-ROQUEFORT,09300,M,LIONEL,BRUERRE,0,,,
[ND],[ND],2020-05-13,[ND],[ND],LUC-EN-DIOIS,[ND],[ND],[ND],[ND],0,,,
BDM,BRASSERIE DISTILLERIE DE MONTMIRAIL,2020-03-15,RUE,DU DOCTEUR CASTAING,MONTMIRAIL,72320,,,,0,,,
BDM,BRASSERIE DE MONTMIRAIL,2022-09-01,RUE,DE LA RIVIERE,VIBRAYE,72320,,,,0,,,
HFBC,,2020-02-21,FERME,DE GIROUET,GRIMAUCOURT-PRES-SAMPIGNY,55500,,,,0,,,
HAUT DOUBS BEER PROJECT,,2020-02-18,RUE,DE PACAUD,LES PONTETS,25240,,,,0,,,
BRASSERIE DE LA SERANNE,,2020-03-01,ROUTE,DE SAINT GUILHEM,CAUSSE-DE-LA-SELLE,34380,,,,0,,,
PEYRELADE,,2020-02-29,,BOYNE,RIVIERE-SUR-TARN,12640,,,,0,,,
BRASSERIE ARTISANALE LA BAIETA,,2020-02-14,ROUTE,DE LA TINEE,CLANS,06420,,,,0,,,
PAF,PAF,2020-01-27,RUE,DES CHENETS,VILLENAUXE-LA-GRANDE,10370,,,,0,,,
[ND],[ND],2022-05-06,[ND],[ND],LILLE,[ND],[ND],[ND],[ND],0,,,
[ND],[ND],2020-02-20,[ND],[ND],MEMBREY,[ND],[ND],[ND],[ND],0,,,
L'AMER VEILLE,,2020-03-04,RUE,BELAIN D'ESNAMBUC,LE HAVRE,76600,,,,0,,,
L'AMER VEILLE,,2020-05-07,RUE,ANDRE DRUELLE,LE BREUIL-EN-AUGE,14130,,,,0,,,
LA MAREE BRASSE - LMB,,2020-10-23,LIEU DIT,KERFLATRES,LOCUNOLE,29310,,,,0,,,
LE DEMETER,,2021-11-12,AVENUE,DES ARTISANS,SAINT-LEU,97436,,,,0,,,
CAPTAIN JAMES ET SES MOUSSES,,2021-10-01,AVENUE,DU PASSOUS,AGON-COUTAINVILLE,50230,,,,0,,,
,BRASSERIE GUS,2020-03-05,RUE,DES PETITS RUISSEAUX,VERRIERES-LE-BUISSON,91370,F,FREDERIQUE,MEYER,0,,,
,MICROBRASSERIE KATACLYSM,2022-09-01,RUE,DE LA REPUBLIQUE,MARTIGUES,13500,M,PATRICK,NOEL,0,,,
,NACESTEF,2020-05-04,,LOGEMENT F,TOUVERAC,16360,F,CECILE,GARNIER,0,,,
MICROBRASSERIE LES ARANNES,,2020-01-01,RUE,DU PETIT MOULIN,VIGNORY,52320,,,,0,,,
,MICROBRASSERIE DE LA CRAU,2020-03-02,CHEMIN,DU MAS DE CHAUVET,ISTRES,13118,M,PATRICE,VERT,0,,,
LA PLAGISTE,BRASSERIE LA PLAGISTE,2023-10-09,RUE,DU CIMETIERE,VENSAC,33590,,,,0,,,
EURL VIRIDIANA MAGE-NAULT,LADY MOUSSE,2021-03-01,RUE,DE L'ANCIENNE GARE,SAINT-QUENTIN-SUR-NOHAIN,58150,,,,0,,,
,BRASSERIE DU CHEVELU,2020-03-20,LD,GAUBOURG,VILLEBOURG,37370,M,BENOIT,BELLANGER,0,,,
BRASSERIE BAUDILLE,BRASSERIE BAUDILLE,2024-02-15,RUE,DE SAINT GUILHEM,MONTPEYROUX,34150,,,,0,,,
KINGS OF NAWAK BREWERY,,2022-02-01,AVENUE,DES GRENOTS,ETAMPES,91150,,,,0,,,
BRASSERIE DE VAUCELLES,,2020-03-05,HAMEAU,DE VAUCELLES,LES RUES-DES-VIGNES,59258,,,,0,,,
,AU P'TIT BRASSEUR D'ARGENTONNAY,2020-04-01,LD,LES BRISSONNIERES,ARGENTONNAY,79150,M,SIMON,TIPPETT,0,,,
,MICRO BRASSERIE VERIDIK,2020-03-21,AVENUE,JEAN CHATELET,MEHUN-SUR-YEVRE,18500,M,MAXIME,LEBOEUF,0,,,
,BRASSERIE DU TREIZE,2020-12-26,ROUTE,DE LA GRANDE BATONNIERE,SAINT-GEORGES-LES-BAILLARGEAUX,86130,M,SAMUEL,PIGNOUX,0,,,
MICRO-BRASSERIE LA VIEILLE BOURGEOISE,,2020-03-19,,GUERLIDO,LE VIEUX-BOURG,22800,,,,0,,,
BRASSERIE D'ORELLE CARON,,2020-03-01,,LE NOIRAY,ORELLE,73140,,,,0,,,
BRASSERIE DE LA QUIOTTE,,2020-03-19,RUE,RUE DES ACOTS,ETALANS,25580,,,,0,,,
,BRASSERIE MAUDE KOZH,2020-04-02,,KERLIVIOU,PLUSQUELLEC,22160,M,PIERRE,LE MARREC,0,,,
MICRO-BRASSERIE BREWEN,,2020-03-24,CHEMIN,DES PINLUETTES,SAINT-BREVIN-LES-PINS,44250,,,,0,,,
BRASSERIE PROCYON,PROCYON,2023-08-31,RUE,MARCEL COURREGELONGUE,BAZAS,33430,,,,0,,,
ALCHIMIE BREWERY,,2020-07-03,RUE,DE LA REPUBLIQUE,FAVERGES-SEYTHENEX,74210,,,,0,,,
ALCHIMIE BREWERY,,2024-06-04,ROUTE,D'ALBERTVILLE,FAVERGES-SEYTHENEX,74210,,,,0,,,
BRASSEURS AMATEURS ROCHELAIS,,2020-04-25,PLACE,DE L'EUROPE,LA ROCHELLE,17000,,,,0,,,
BRASSERIE ARTISANALE BIO LA GIRONNETTE,,2020-04-03,,LA GIRONNERIE,LOCHE-SUR-INDROIS,37460,,,,0,,,
BRASSERIE TEMPLIER,BRASSERIE TEMPLIER,2020-03-16,RTE,DE MACHECOUL,VILLENEUVE-EN-RETZ,44580,,,,0,,,
LA BRASSERIE DU LARZAC,LA BRASSERIE DU LARZAC,2020-04-10,,LA BLAQUIERE,MILLAU,12100,,,,0,,,
[ND],[ND],2019-12-02,[ND],[ND],REVEL,[ND],[ND],[ND],[ND],0,,,
,L'ECHOPP' DE TRAVERS,2020-04-29,RUE,CENTRALE,LA BALME-LES-GROTTES,38390,M,CORENTIN,CHAPIT,0,,,
,AUBINOUSE PICOBRASSERIE,2020-05-01,RUE,PAUL LANGEVIN,PLOBANNALEC-LESCONIL,29740,M,AUBIN,TREMBLAY,0,,,
,BRASSERIE DE LA CACH',2020-04-01,RUE,CHEMIN D'ANCERVILLE,CHANCENAY,52100,M,VINCENT,CLEMENT,0,,,
,,2023-03-01,RUE,DE LA FONTAINE,CHANCENAY,52100,M,VINCENT,CLEMENT,0,,,
[ND],[ND],2020-03-25,[ND],[ND],AULON,[ND],[ND],[ND],[ND],0,,,
MICRO BRASSERIE DU ROCHER,MICRO BRASSERIE DU ROCHER - MBR,2020-04-15,CHEMIN,DE RABASSON,LA GARDE,83130,,,,0,,,
BRASSERIE ADN,BRASSERIE ADN,2020-04-10,LD,CHAUDANNE,GREZIEU-LA-VARENNE,69290,,,,0,,,
NEW FOREST BREWING COMPANY,NEW FOREST BREWING COMPANY,2020-05-01,RUE,EDGAR FAURE,PARIS,75015,,,,0,,,
LA MALACH,LA MALACH,2020-05-04,,A RUE DES FONTENIS,LA MALACHERE,70190,,,,0,,,
[ND],[ND],2020-05-01,[ND],[ND],SALIES DE BEARN,[ND],[ND],[ND],[ND],0,,,
,L'ALTORFOISE,2019-12-13,PLACE,DE LA KRUTENAU,ALTORF,67120,M,CYRILLE,ALEXANDRE,0,,,
STARMUST,,2020-03-02,RUE,SAINT-MARTIN,MAULEON,79700,,,,0,,,
SKLENT,,2021-07-15,RUE,DU 19 MARS 1962,LANDERNEAU,29800,,,,0,,,
LA DELICATESSE,LA DELICATESSE,2020-05-11,RUE,EMILE COUE,NANCY,54000,,,,0,,,
INBEV BELGIUM,,2019-01-01,,BOULEVARD INDUSTRIEL 21,,,,,,0,,,
BRASSERIE GRENAILLE,,2020-06-01,RUE,DU CAPITAINE MALHORTY,ROSIERES-AUX-SALINES,54110,,,,0,,,
,PICOTI PICOTA,2020-03-28,RUE,DE MERIGNY,SAULXURES-LES-VANNES,54170,M,ALAIN,DONEL,0,,,
,BRASSERIE DES VIEILLES PIERRES,2020-06-02,,LE CHASSAING,COMBRESSOL,19250,M,FABIEN,GIROUD,0,,,
,TC ING & ART,2020-06-01,IMPASSE,DU CHAPELIER,VERSAILLEUX,01330,M,THIBAULT,CHARLET,0,,,
,LA FRINGALE,2020-06-01,,LE FRECHE COCAULT,PLENEE-JUGON,22640,M,RONAN,GERVAIS,0,,,
MICROBRASSERIE BEGLAISE,MICROBRASSERIE BEGLAISE,2020-02-11,AVENUE,DU MARECHAL LECLERC,BEGLES,33130,,,,0,,,
,BRASSERIE JPR5,2020-04-01,RUE,DE LA FOUINE,OBERHOFFEN-SUR-MODER,67240,M,FREDERIC,BOEHM,0,,,
BRASSERIE LA STOUR,BRASSERIE LA STOUR,2020-06-02,ROUTE,DE NEXON,RILHAC-LASTOURS,87800,,,,0,,,
CRAWL,,2020-06-02,RUE,DU POINT DU JOUR,THOUARE-SUR-LOIRE,44470,,,,0,,,
BRASSERIE DE LA HALLE,,2020-09-12,PLACE,LALAQUE,MONTAUBAN,82000,,,,0,,,
BRASSERIE HOUPLON,,2020-06-17,RUE,JEAN MERMOZ,DIJON,21000,,,,0,,,
,BAAAF,2020-05-06,RUE,DES FONTAINES,VAL-D'AUGE,16170,F,AMANDINE,CASTIN,0,,,
NOUVELLE BRASSERIE DES MASCAREIGNES,,2020-06-09,RUE,SAINT - EXUPERY,SAINT-PAUL,97411,,,,0,,,
,BRASSERIE LA 13,2024-01-22,,LES GUIGNIERES,DOMPIERRE-SUR-VEYLE,01240,M,PIERRE,SAUMIER,0,,,
BRASSERIE DES FIZ,,2020-07-01,RUE,DE CHARBONNIERE,PASSY,74480,,,,0,,,
,BRASSERIE ARTISANALE LA PIMBECHE,2020-05-26,RUE,DES GRANDS PRES,VAGNEY,88120,M,ADRIEN,GOUSSET,0,,,
,BRASSERIE DU CAILLOU,2020-07-01,,LANNOULOUARN,PLOUGUIN,29830,M,JEAN,JUIF,0,,,
BRASSERIE LA TRUITE,BRASSERIE LA TRUITE - LA MOUTURE - 35MM,2020-05-26,CHEMIN,DES LAMES,BUTTEAUX,89360,,,,0,,,
CEBAST,LA LEYMENTAISE,2020-05-18,RUE,EDOUARD ROCHET,LYON,69008,,,,0,,,
CEBAST,LA LEYMENTAISE,2021-03-04,RUE,DE LA CIME,LEYMENT,01150,,,,0,,,
,BRASSERIE ARTISANALE LA PINTE DU RAZ,2020-07-07,,TOULBROEN,PONT CROIX,29790,M,MAXIME,ZEGGANE,0,,,
SOIF DE BRASSER,,2024-03-11,RUE,DE LA COTE,ETOUVANS,25260,,,,0,,,
BRASSERIE ARTISANALE MELT,,2020-06-03,RUE,DU PRADAS,MERIGNAC,33700,,,,0,,,
[ND],[ND],2020-07-13,[ND],[ND],LOUDUN,[ND],[ND],[ND],[ND],0,,,
ARPITAN,,2020-10-07,ALLEE,DE LA FLEURETTE,GROISY,74570,,,,0,,,
BRASSERIE L'ARPLANAISE,BRASSERIE L'ARPLANAISE,2022-12-01,RUE,DU ONZE NOVEMBRE,FOURNEAUX,73500,,,,0,,,
GERETX,,2020-06-18,,MAISON CONDIAENIA,LOUHOSSOA,64250,,,,0,,,
OUEST COAST BREWERY,OUEST COAST BREWERY,2020-05-27,RUE,DU CANAL,LE PELLERIN,44640,,,,0,,,
SACRILEGE,SACRILEGE,2020-07-15,RUE,DES DEUX PONTS,MONTPELLIER,34000,,,,0,,,
SACRILEGE,,2021-06-01,RUE,MONTELS SAINT PIERRE,MONTPELLIER,34070,,,,0,,,
,THOR BOYAUX,2020-07-27,BOULEVARD,LOUIS LESAGE,CAMBRIN,62149,M,MARVIN,LOISON,0,,,
BRASSBEEZ,BRASSBEEZ,2020-06-18,RUE,DU TRAMWAY,SAINT-MAUR,36250,,,,0,,,
BRASSERIE ALERION,BRASSERIE ALERION,2020-06-01,RUE,BRULEE,THIONVILLE,57100,,,,0,,,
BRASSERIE DU SABOT,,2020-06-25,AVENUE,FERNAND GRANET,VILLENAVE-D'ORNON,33140,,,,0,,,
[ND],[ND],2024-01-01,[ND],[ND],CURVALLE,[ND],[ND],[ND],[ND],0,,,
LA BIB - ATELIER DE BRASSAGE DE BIERE,,2021-11-03,RUE,HUBERT DELISLE,ENTRE-DEUX,97414,,,,0,,,
EURL MAREC,#MYFRENCHBEER,2020-07-01,RUE,DE LA TUILERIE,BLACE,69460,,,,0,,,
BELLION BOISSONS,,2020-06-22,RUE,DU BAS DE REDY,SORNAY,71500,,,,0,,,
C'EST DE LA BAL,BRASSERIE C'EST DE LA BAL,2020-06-29,RUE,ROGER SALENGRO,NEUVES-MAISONS,54230,,,,0,,,
RUN'HARD,,2020-07-01,RUE,DES CHAMPS,CHAMBERY,73000,,,,0,,,
HOUN,,2020-06-18,RUE,DE LA FRATERNITE,PRECHAC,33730,,,,0,,,
,BRASSERIE LE NECTAR D'ARMAND,2020-07-01,CHEMIN,DES ORMEAUX,CAIRANNE,84290,M,REMY,PASQUET,0,,,
BG'S,BRASSERIE GALU,2020-07-10,RUE,DE LA VERSION ZONE ARTISANALE,LA GUERINIERE,85680,,,,0,,,
LES BIERES MARTIN,,2020-07-06,IMPASSE,DE BOULAINES,ANDEVILLE,60570,,,,0,,,
LES BRASSEURS PLANTEURS,,2020-05-05,,GRANGIOU,PREBOIS,38710,,,,0,,,
LA BRANCHE,,2020-07-17,RUE,DES ECOLES,CHARMONT-SOUS-BARBUISE,10150,,,,0,,,
[ND],[ND],2024-06-24,[ND],[ND],SAINT-THEGONNEC LOC-EGUINER,[ND],[ND],[ND],[ND],0,,,
ORBITAL BREWING,,2020-08-01,RUE,DE LA LOIRE,ANDREZIEUX-BOUTHEON,42160,,,,0,,,
BRASSERIE ARTISANALE BOACA,BRASSERIE ARTISANALE BOACA,2020-07-01,PLACE,DE LA REPUBLIQUE,ALENYA,66200,,,,0,,,
BENDORF,,2020-06-10,RUE,JEAN JAURES,STRASBOURG,67100,,,,0,,,
,LA BRASSERIE DU CARRON,2020-03-31,RUE,DU CARRON,AMAGNEY,25220,F,AMANDINE,CAMUSET,0,,,
LES TOURS DU MALT,,2020-07-21,RUE,BRAQUAVAL,HEM,59510,,,,0,,,
,,2020-08-01,RUE,DU CHEMIN VERT,NOVY-CHEVRIERES,08300,M,ANTOINE,PILLARD,0,,,
3:6:9 BIERE CRAFT,,2020-07-29,CHEMIN,DU VIVIER,SOYONS,07130,,,,0,,,
BEERSERK,,2021-07-02,ROUTE,DE L’ESTIVE,ROCLES,07110,,,,0,,,
,,2020-09-01,,EN PORTEPO,TEYSSODE,81220,F,MANON,ROUCH,0,,,
BRASSERIE DU GRAND PIC,,2020-07-22,RUE,DES MOULINS,EPIERRE,73220,,,,0,,,
LES TEMERAIRES,LES TEMERAIRES,2020-08-01,ROUTE,DE VEREL DE MONTBEL,DOMESSIN,73330,,,,0,,,
LA CAMBERLOTE,,2020-08-01,,CHEVRERIE BONNE ENFANCE,CREVECOEUR SUR L'ESCAUT,59258,,,,0,,,
THE BEER GEEKS,,2020-07-15,RUE,CAMPESTRA,CANNES,06400,,,,0,,,
LA MOUSSE DES SABLES,LA MOUSSE DES SABLES,2020-09-01,RUE,NICEPHORE NIEPCE,ANDERNOS-LES-BAINS,33510,,,,0,,,
MICROBRASSERIE DU BANQUET,,2020-07-30,,JEAUX,MHERE,58140,,,,0,,,
,,2020-08-12,RUE,ACHILLE VIADIEU,TOULOUSE,31400,F,SONIA,AIT ZAID,0,,,
[ND],[ND],2023-01-11,[ND],[ND],LA SOUTERRAINE,[ND],[ND],[ND],[ND],0,,,
OUAT IN THE WEST,,2020-08-14,BOULEVARD,ARAGO,SAINT-BRIEUC,22000,,,,0,,,
,LA BRASSERIE DES BUISSONS,2020-08-25,RUE,DES BUISSONS,RUPT-SUR-MOSELLE,88360,M,MATTHIAS,FIEGEL,0,,,
,MICRO BRASSERIE DE L'ZIEBEER,2020-08-31,ROUTE,DU COLOMBIER,REUILLY,36260,M,REMI,DIEUDONNE,0,,,
SAS DU HENTREZE,,2020-08-13,RTE,DE CORLAY,GUERLEDAN,22530,,,,0,,,
